"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_total","reqt_hs_rank","reqt_test_scores","reqt_hs_gpa","reqt_college_prep","reqt_recommendations","sat_crit_read_25_pctl","sat_crit_read_75_pctl","sat_math_25_pctl","sat_math_75_pctl","act_composite_25_pctl","act_composite_75_pctl","act_english_25_pctl","act_english_75_pctl","act_math_25_pctl","act_math_75_pctl","institution_level","completion_rate_150pct"
"2006","148593","St Johns College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","148627","Saint Xavier University","Illinois","2230","1629","532","Neither required nor recommended","Required","Required","Neither required nor recommended","Recommended","470","570","470","570","20","24","20","24","19","25","Four or more years","0.541"
"2006","148654","University of Illinois at Springfield","Illinois","1075","662","243","Recommended","Required","Required","Required","Recommended","","","","","19","27","19","27","18","26","Four or more years","0.564"
"2006","148724","Seabury-Western Theological Seminary","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","148849","Shimer College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.4"
"2006","148876","Saint Augustine College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.161"
"2006","148885","University of Saint Mary of the Lake","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","148982","Spertus College","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","149028","Saint Anthony College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","149222","Southern Illinois University Carbondale","Illinois","9013","6426","2380","Required","Required","Recommended","Recommended","Neither required nor recommended","460","610","460","610","19","24","18","25","17","25","Four or more years","0.464"
"2006","149231","Southern Illinois University Edwardsville","Illinois","5807","4358","1794","Required","Required","Required","Required","Neither required nor recommended","","","","","19","25","20","26","19","25","Four or more years","0.448"
"2006","149240","Southern Illinois University-Systems Office","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","149329","Telshe Yeshiva-Chicago","Illinois","17","17","17","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Recommended","","","","","","","","","","","Four or more years","0.067"
"2006","149505","Trinity Christian College","Illinois","566","522","227","Required","Required","Required","Recommended","Required","470","600","450","630","19","26","19","28","18","25","Four or more years","0.596"
"2006","149514","Trinity International University","Illinois","466","375","166","Recommended","Required","Required","Required","Required","490","630","470","620","20","27","19","28","18","27","Four or more years","0.468"
"2006","149587","University of Illinois University Administration","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","149639","VanderCook College of Music","Illinois","51","45","26","Required","Required","Required","Recommended","Required","550","600","500","600","18","25","17","24","17","25","Four or more years","0.579"
"2006","149763","West Suburban College of Nursing","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","149772","Western Illinois University","Illinois","7620","5371","1922","Required","Required","Required","Recommended","Neither required nor recommended","","","","","19","23","18","23","17","23","Four or more years","0.566"
"2006","149781","Wheaton College","Illinois","2115","1176","572","Recommended","Required","Required","Required","Required","610","730","610","700","27","31","28","33","26","31","Four or more years","0.862"
"2006","178226","Westwood College-O'Hare Airport","Illinois","316","142","65","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.263"
"2006","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","260947","Christian Life College","Illinois","24","20","18","Recommended","Recommended","Recommended","Neither required nor recommended","Required","","","","","","","","","","","Four or more years","0.5"
"2006","260956","Knowledge Systems Institute","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2006","260974","ITT Technical Institute-Mount Prospect","Illinois","261","126","126","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.565"
"2006","364131","St Johns Hospital School of Dietetics","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2006","406194","Westwood College-Dupage","Illinois","525","138","138","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.69"
